,tweet,bert_predict,lstm_predict,bert_lstm_predict
1429,prosedur vaksinasi covid jakarta halo berikut berikan informasi aktual saya jalani dapat berguna untuk pelaksanaan vaksin,1,1,1
1430,yang daftar vaksin astrazeneca ambil tarikh hujung hujung senang goodluck berebut,1,1,1
1431,habis vaksin astrazeneca doain semoga manjur,1,1,1
1432,sejumlah ribu dosis vaksin astrazeneca datang jawa timur didistribusikan langsung kota kabupaten utk percepatan pelaksanaan vaksinasi lanjut khofifah,1,-1,1
1433,percepatan vaksinasi menggunakan vaksin astrazeneca menjangkau banyak sasaran masuk prioritas vaksinasi,1,1,1
1434,dapet vaksin covid dapet astrazeneca sih biontech ya udah untung dapet,1,1,1
1435,yth benar bandara cgk membuka fasilitas vaksinasi covid vaksin astrazeneca,1,1,1
1436,sinovac emoh nggak teruji astrazeneca takut bahaya sinovac eh katanya nggak ampuh nyarinya az sementara stocknya habis mending vaksin baygon aja nyok biar bebas nyamuk kasihan yg nyari sini jauh dapetin giliran,-1,-1,-1
1437,klo di vaksin sinovac aja gak yang astrazeneca klo yang halal yang haram ajadari china dihina takut itu begitu tau baru deh dasar,-1,-1,-1
1438,vaksin astrazeneca side effect maybe atas jenis darah jugak,-1,1,1
1439,udah jam vaksin astrazeneca overall efeknya alhamdulillah gak parah sih laper bgt plus ngantuk terus bekas suntikannya pegel banget gue lebay jg sih soalnya takut disuntik,-1,-1,-1
1440,jkjav setuju suntikan dos kedua vaksin covid astrazeneca dipercepatkan minggu minggu khairy jamaluddin,1,1,1
1441,untunglah orang selangor kl daftar untuk vaksin astrazeneca,1,-1,1
1442,mens hari pertama besok vaksin astrazeneca belom disuntik aja badan udah renteg kaya ginigini nambahin anxiety,-1,-1,-1
1443,hari ramai jadi robot akibat vaksin hebat,-1,-1,-1
1444,guys yg paham bole bantu saran ya vaksin astrazeneca tp punya darah tinggi boleh ya,-1,-1,1
1445,antri jam vaksin pas nyampe meja regis memilih mundur ya karna parno vaksinnya astrazeneca rangorang lihat cuma komen yaampun udah antri panjang kasihan bu ipuk ngapain dikasihani itu keputusannya gapapa anaknya,-1,-1,-1
1446,idea bodoh satu ppv astrazeneca johor bahru untuk johor geografi srp gagal johor tu luas warga emas yang duduk labis mersing batu pahat tu kena perjalanan berjamjam untuk ambil vaksin johor bahru,-1,1,-1
1447,kl mei berarti dapet vaksin sinovac astrazeneca,-1,-1,1
1448,pada ngeluh efek samping vaksin astrazeneca yak,-1,-1,-1
1449,pdg temanteman tau tempat vaksin yang nyediain vaksin astrazeneca kalo boleh share makasih,1,1,1
1450,untung udh vaksin tahap pake astrazeneca,1,-1,1
1451,kenya yakiriye umuliyoni umwe incanco za covid zahinguwe ikompanyi oxfordastrazeneca ku wa kabiri mw ijoro kibaye igihugu ca mbere co mu karere ka afrika ubuseruko cakiriye incanco zahinguwe iryo hinguriro,-1,-1,-1
1452,kemaren menerima vaksin astrazeneca dosis pertama menit vaksin merasa gejala mualmual ga enak badan tangan kiri pegal besoknya berangsur pulih,-1,-1,-1
1453,fyp tiktok ku vaksin astrazeneca,-1,-1,-1
1454,alhamdulillah ye gua vaksin astrazeneca sakit doang tangan grgr suntik gaada pusing apa,-1,-1,-1
1455,alhamdulillah bokap baru vaksin pertama hari astrazeneca,1,1,1
1456,badan pegel linu ya abis vaksin astrazeneca,-1,-1,-1
1457,yang dah try tekan hantar untuk vaksin semalam tak keluar terima kasih cuba semak balik korang punya mysejahtera covid vaccination tu tahu rezeki korang dah berjaya daftar aku berjaya wei,1,1,1
1458,mati mati jelah fyqah tak berjaya dapatkan vaksin astrazeneca,-1,-1,-1
1459,hah hah udah vaksin mandiri dong plis astrazeneca bandung ga jebal jebal lelah hidup insecurity,-1,-1,-1
1460,menunggu vaksin slanjutnya masih coronavac sudah astrazeneca qta liat nanti,-1,1,1
1461,vaksin astrazeneca covid menjadi harapan untuk upaya menekan penyebaran covid masyarakat diminta untuk yakin vaksin disiapkan aman efektif harus dahulu mendapat izin penggunaan badan pengawas obat makanan,1,1,1
1462,ibu menyusukan anak ditolak untuk dapatkan vaksin astrazeneca ini hubungi hotline jkjav untuk proses daftar,-1,1,-1
1463,efek vaksin astrazeneca emang yg bikin ngantuk ya,-1,-1,-1
1464,guna pelali untuk ganti perkataan vaksin agakagak antivax ambil saya dilalikan pelali astrazeneca,-1,-1,-1
1465,depok yg vaksin astrazeneca dimana si,-1,-1,-1
1466,percepatan vaksinasi menggunakan vaksin astrazeneca menjangkau lbih bnyk sasaran masuk dlm prioritas vaksinasi,1,1,1
1467,nungguin nih namanama bayi bertemakan vaksin sprti samuel astrazeneca abdurahman sinovac satrio sinopharm dita biofarma lainlainnya,1,-1,1
1468,vaksin covid pfizer pfizer biontech sputnik astrazeneca moderna sinovach spt urutannya berita suntik vaksin pemimpin negara boris jhonson lt astrazeneca putin lt sputnik mike pence lt pfizer biontech joe biden lt pfizer biontech,-1,1,-1
1469,sebenernya msh takut sm astrazeneca tp takut lg vaksin terawan yg ga tau risetnya gimana,-1,-1,-1
1470,tak tu sedih mungkin vaksin bukanlah terbaik untuk yang dah tu tak pergi korang keturunan abu jahal,-1,-1,-1
1471,vaksin astrazeneca amankah vaksin pas dikasi tau pake astrazeneca jadi takut,-1,-1,-1
1472,kukira akan vaksin yg kek orang tuaku ternyata berbeda bosku ortu dapatnya sinovac anaknya dapat astrazeneca tanya bokap mengenai efek samping ia dapatkan eh katanya gak efek samping sekali,-1,-1,-1
1473,kondisi badan udah normal pasca vaksin astrazeneca,1,-1,1
1474,trs nasib penerima vaksin astrazeneca dibawah thn yg divaksin terjadwal vaksin gimana,-1,-1,-1
1475,jadinya vaksin astrazeneca nih statusnya hey,-1,-1,-1
1476,trombositopenia trombotik vaksinasi chadox ncov astrazeneca latar belakang kasus kejadian trombotik tidak dan trombositopenia berkembang vaksinasi vektor adenoviral rekombinan mengkode antigen protein lonjakan,-1,-1,-1
1477,efek vaksin astrazeneca pusing menggigil demam pegel sampe sepinggang tau gitu gue nggak ikutan vaksin,-1,-1,-1
1478,nitip catetan twitter biar disearch taun akan datang vaksin pertama april lengan linu parah ampe hari malemnya demam ampe besok vaksin kedua juni lengan linu aja malemnya nga demam astrazeneca,-1,-1,-1
1479,stelah kemarin vaksin astrazeneca efeknya laper dn ngantuk smaleman meriang badan bnr panas gk bs tidur hari kepala kleyengan gelap keringet dngin gk kuat berdiri kya pingsan mual muka udh pucet tmn smpe ikut khwatir akhirnya muntah smga cepet sembuh,-1,-1,-1
1480,alhamdulillah vaksin pagi dengan vaksin semoga kipi terlalu berasa ya bisa cek puskesmas terdekat tadi udah dm puskesmas ig telanjur udah di tempat tetap jaga protokol kesehatan ya guys,1,1,1
1481,efek habis vaksin astrazeneca pertama kemarin mual banget terus demam hari bekas suntikannya bengkak meriang jugaa,-1,-1,-1
1482,dikeluarga gue yg vaksin awal cuman gue doang karna diharuskan kantor udh gitu langsung pake astrazeneca abis vaksin efeknya lgsg demam tinggi keluarga gue gamau vaksin pas ngeliat gue kek gitu skrg mau vaksin karna deket rumah sinovac,-1,-1,-1
1483,vaksin sputnik mempunyai keberkesanan untuk melawan covid setanding vaksin astrazeneca moderna keluaran amerika,1,1,1
1484,indonesia ini dlm keadaan mendesak berkaitan dg ancaman penularan virus corona fakta jd salah satu pertimbangan mui membolehkan penggunaan vaksin astrazeneca,-1,-1,-1
1485,hello tuan minta perjelasan adakah orang tinggal berdekatan negeri ada vaksinasi az turut boleh mendaftar,-1,-1,1
1486,besok vaksin astrazeneca semoga lancar ga berefek yg merugikan,1,1,-1
1487,mo cerita efek samping suntikan pertama vaksin covid yg gue rasain gue dapet vaksin astrazeneca jam pertama aja laperan ngantukan jam aja pegel habis tu aja,-1,-1,-1
1488,problem vaksin astrazeneca haram satu problem hari btw halalnya,-1,-1,-1
1489,orang kalo pake vaksin astrazeneca easygoing sih vaksinnya azec,1,-1,1
1490,yg udah vaksin astrazeneca yg keluhkan soalnya bapak abis vaksin ngeluh kalo badannya pegelpegel kemarin sempet demam tapi skrg alhamdulillah udah,-1,-1,-1
1491,astrazeneca masuk indonesia eropa satu satu negara menghentikan vaksin karena pembekuan darah otak terjadi beberapa orang baru divaksin,-1,-1,-1
1492,yuk pakai dua masker mulai sekarang untuk pencegahan covid lebih optimal pemakaian masker pas wajah membantu membatasi penyebaran virus penyebab covid,-1,-1,1
1493,sejumlah ribu dosis vaksin astrazeneca datang jawa timur didistribusikan langsung kota kabupaten untuk percepatan pelaksanaan vaksinasi lanjut khofifah,1,1,1
1494,bpom nyatakno vaksin covid astrazeneca batch ctmav aman disuntikno nang masyarakat lewat keterangan resmi seng dirilis wingi bpom negesno lek iku berdasarkan hasil uji toksisitas abnormal ambek sterilitas vaksin sakwise onok laporan kipi serius,-1,1,-1
1495,dokter makhyan jibril alfarabi staf khusus rumpun kuratif satgas percepatan penanganan covid jawa timur memastikan vaksin astrazeneca kelompok produksi batch ctmav disetop oleh pemerintah masuk jawa timur,1,1,1
1496,tagline vaksin adalah suci halal trus astrazeneca mengandung babi dobolehkan mui yuk muslim muslim yg pgn ngerasain babi halal mari vaksin astrazeneca ya yg haha,1,1,1
1497,pls pls pls bingung bgt disuruh vaksin tp pk astrazeneca mau aja sih sbnrnya tp krn efek sampingnya yg lumayan ngeri jd demam trs jd bed rest tugas uas gue msh terlantarmembingunk,-1,-1,-1
1498,dapet slot vaksin dapet yg astrazeneca doain ga mati ya gaes wkwkwkwwk,1,-1,1
1499,mengapa saat msh berharap dpt vaksin sinovac drpd astrazeneca diberi kalimatnya manfaat lbh besar drpd resiko kami terus memantau laporan kipi dgn screening seadanya daerah mengharapkan laporan spt,-1,-1,-1
1500,alhamdulilah hari capaian vaksinasi pelayanan publik jatim tertinggi kami mendukung vaksinasi vaksin astrazeneca bentuk percepatan vaksinasi terang khofifah,1,-1,1
1501,asli kelen yg mo vaksin astrazeneca mening jumat atogak sabtu deh kalo minggu besoknya sick leave,-1,-1,-1
1502,jam laptop vaksin untuk sorang pon,-1,-1,-1
1503,jam vaksin astrazeneca baru ngerasain efeknya demam kedinginan pegel,-1,-1,-1
1504,hari orang ngomongin efeknya pake vaksin astrazeneca jadi yg rela bawa keluarganya yg lansia biar dapet vaksin sinovac hm,-1,-1,-1
1505,berbunuhan untuk sambal nyet khairulaming juga berbunuhan untuk vaksin astrazeneca sambal nyet astrazeneca,-1,1,-1
1506,kata tempo mui minta kompensasi komisaris utk keluarkan fatwa halal vaksin astrazeneca keluarkan fatwa haram kompensasinya ya,-1,1,-1
1507,terkadang jd punya opini ttg vaksin covid vaksin astrazeneca vaksin sinovax india salah satu negara yg awal nya sdh rakyat nya vaksin gunakan astrazenecatp knp india yg serang tsunami covid,-1,1,-1
1508,sih org yg abis vaksin astrazeneca ga sakit sekali,-1,-1,1
1509,terdapat dua buah pusat pemberian vaksin astrazeneca ppvaz akan mula beroperasi sarawak bermula jun iaitu borneo convention centre kuching bcck kuching di institut kemahiran belia negara ikbn miri,-1,1,1
1510,vaksin pemerintah gratis sinovac pfizer astrazeneca vaksin gotong royong bayar sinopharm cansino sangat sulit dipahamai kawan,-1,1,-1
1511,yang mengambil vaksin astrazeneca selang masa dos dos sampai sebulan,-1,-1,-1
1512,vaksin astrazeneca untuk yang menyebabkan penggumpalann darah ya yang masalah kipi batch piye butuh insight iki daftar,-1,-1,-1
1513,kmarin vaksin tpi ngga tau jenis apaa belakangan denger astrazeneca efektif jdi pengen vaksin lgi gk sih parnoan bgt penyakit,-1,1,-1
1514,berperang ye untuk daftar vaksin,-1,1,-1
1515,efek samping vaksin kedua tuh lama ya ayahku vaksin astrazeneca,-1,1,-1
1516,update hari pertama vaksin covid astrazeneca kondisi ini panas nyeri,-1,-1,-1
1517,indonesia bersyukur vaksin covid salah satunya sinovac prsediannya terpenuhi lg juta dosis vaksin astrazeneca tiba negeri melimpah skali jumlah vaksin qta,1,-1,1
1518,hari dosis pertama vaksin astrazeneca masuk dalam tubuh gw semoga jadi ikhtiar dalam menyudahi penularan virus laknat corona karena kena covid sakit banget harus isolasinya rumah sakit,-1,-1,-1
1519,nyoba aja diiklanin loh salah satu pembuat vaksin astrazeneca orang indo banyak yg pake kalau muslim gimana emg naturenya org indo tuh ky gitu,-1,-1,1
1520,vaksin mending sinovac astrazeneca yaa,1,-1,1
1521,yang udah vaksin dpt vaksin astrazeneca hari gbs tidur miring kiri rada pegel bund kanan terus,-1,1,-1
1522,nih suaranya pejuang vaksin kirakira di vaksin jenis nih guys sinovac astrazeneca,1,1,1
1523,moga baik sahaja ya penerima vaksin astrazeneca harini,1,-1,1
1524,kome yg umur bwah gi daftar cepat vaksin astrazeneca tggu pfizer mmg lmbt,-1,1,1
1525,pokoknya guys bio farma mengikuti instruksi kementerian kesehatan kemenkes ri untuk pengiriman vaksin astrazeneca,1,1,1
1526,cah yang pernah vaksin astrazeneca,-1,-1,-1
1527,lamanya rentang vaksin astrazeneca sedeng lali,-1,-1,-1
1528,mohon bantuannya guys yg vaksin pake astrazeneca respon tubuh klean,-1,-1,-1
1529,kalo vaksin astrazeneca udah dmn brp,-1,1,-1
1530,abis vaksin jadi takut huhu krn emang badan jadi lemes banget terus ngilu sampe skrg ngeliat diberita yg meninggal vaksin astrazeneca innalillahi,-1,-1,-1
1531,kemarin jam gue baru aja suntik vaksin astrazeneca baru mulai efeknya jam pegel gimana gitu tangan agak lemes masih kerja,-1,-1,-1
1532,nyari vaksin astrazeneca ya susahkudu jakarta,-1,-1,-1
1533,ada yg salah gw hampir seminggu tiap hari makan kambing msh kepengen terus ini efek dr vaksin astrazeneca,-1,-1,-1
1534,efek vaksin astrazeneca ya allah bikin pusing badan lemes panas dingin mengigil tangan bekas yg suntik bengkak,-1,-1,-1
1535,kau tau konspirasi vaksin tak ada yang nama ada kat eg dastrazeneca dpfizer,-1,-1,-1
1536,jepang bakal kirim astrazeneca sini terutama buat supply vaksin warga negara yg di luar negeri,1,1,1
1537,baru tau vaksin astrazeneca jeda dosis kedua butuh pekan,-1,1,-1
1538,mulai bulan mei juta dosis vaksin astrazeneca masuk indonesia,-1,1,1
1539,kemarin abis vaksin astrazeneca dosis pertama tangan yg disuntik rasanya msh pegel kepala jadi berat ya rasanya yg udah pd vaksin gitu jg ga si efeknya,-1,-1,-1
1540,lama tempoh st dose nd dose utk astra zeneca kebenaran rentas negeri utk yg dah vaksin tu da settle nd dose,-1,-1,-1
1541,alhamdulillah pas vaksin covid masih kebagian sinovac katanya sih sinovac astrazeneca bagus pas ngeliat misua keluarga disuntik aszen efeknya terasa jd rada gimanaa gitu,1,1,1
1542,waktu vaksin pertama astrazeneca malemnya badan kaya meriang trus berasa kaya demam suhu badan ga tinggi banget pokoknya gaenak banget badan pagi pas bangung jam mulut kebas ga ngerasain karena badan ga enak yaudah lanjut tidur,-1,-1,-1
1543,vaksin efek sampingnya ajaaku ngantuk doang dlu soalnya dpt klaster pertama dlukalian vaksin astrazeneca sinovac gaes,-1,-1,-1
1544,rm citf temujanji suntikan vaksin astrazeneca sedang diproses sila semak modul vaksinasi mysejahtera masa jam terima kasih,-1,1,1
1545,confirmed pendaftaran vaksin astrazeneca kali sudah ditutup,-1,-1,-1
1546,vaksin astrazeneca salah satu jenis vaksin dianggap efektif telah disetujui digunakan upaya pencegahan penularan covid,1,1,1
1547,kemaren dah percaya abis vaksin efeknya ngantuk doang ternyata menyusul ngawang meriang sumengnya pegelnya tetep,-1,-1,-1
1548,manfaat vaksin covid astrazeneca melebihi akibat buruk pertubuhan kesihatan dunia menganggap penyakit darah beku jarang berlaku kalangan orang disuntik vaksin kirakira dihinggapi penyakit,-1,-1,-1
1549,besok vaksin kedua bismillah banyak berita beredar tp kita gak pakai vaksin astrazeneca aja katanya ampuh katanya,-1,1,-1
1550,sesiapa daftar vaksin astrazeneca esok rugi nasib baik dah cucuk haritu alhamdulillah,1,1,1
1551,salam sy baru shj notifikasi minit yg lps utk temu janji astrazeneca pukul petang persoalan sy sy dalam tempoh quarantine jadi ke tukar tarikh temu janji utk suntikan vaksin,-1,-1,-1
1552,tribun jogja memahami vaksin astrazeneca prof zubairi sarankan untuk usia tahun atas,-1,1,1
1553,tau gak ya faskes yang masih vaksin astrazeneca dimana,-1,-1,-1
1554,dirasakan vaksinasi beda beda yaa tergantung imun tubuh masing badan gue bener bener ngerasain efek samping jam disuntik malam badan panas meriang pusing tidur ga nyaman baiknya vaksin langsung istirahat,-1,-1,1
1555,vaksin astrazeneca selamat dicucuk,1,1,1
1556,efek vaksin astrazeneca dahsyat bener udah kayak orang tipes aja,1,-1,1
1557,ramai dah daftar vaksin astrazeneca,1,-1,1
1558,baru aja vaksin pertama astrazeneca wismilak,-1,-1,-1
1559,bandingbandingkan jenis vaksin covid masih pede mau divaksin astrazeneca kenapa ya divaksin masih bisa terpapar covid,-1,-1,-1
1560,nggak yg habis vaksin efek sampingnya nyeri perut btw vaksinnya astrazeneca,-1,1,-1
1561,sudah negara menunda penggunaan vaksin astrazeneca dikhawatirkan berdampak terjadinya pembekuan darah terakhir thailand dengan indonesia,-1,-1,-1
1562,vaksin astrazeneca amat yaa rasanya macem digebukin warga sekampung,-1,-1,-1
1563,alhamdulillah jadwal vaksinasi kedua astrazeneca sudah dijawalkan minggu selama hari rabujumat terimakasih,1,-1,1
1564,bagitahu bakal bapa mertua yang dah cucuk vaksin astrazeneca mesti suruh aku nikah anak esok,-1,-1,-1
1565,dikira vaksin sinovac astrazeneca pfizer moderna didapet hibah luar negeri salah besar hahaha,-1,1,-1
1566,eh gue masi bingung bedanya vaksin astrazeneca ama satine zeneca dh,-1,-1,-1
1567,semua namanama vaksin termutakhir beredar seneng nama astrazeneca astrazeneca enak ditulis sedap diucap iya nggak hubungannya keampuhan hal kok seneng dengan namanya,1,1,1
1568,vaksin astrazeneca datang,1,-1,1
1569,cah minta tolong isiin kuesionerku yang vaksin astrazeneca,-1,-1,-1
1570,keselamatan negara denmark indonesia jerman menggantung penggunaan vaksin covid astrazeneca kerana disyaki menyebabkan darah beku paruparu pertubuhan kesihatan dunia kata vaksin selamat berapa faktor politik saingan dagangawas,-1,-1,-1
1571,vaksin astrazeneca sampe vaksin kedua efek sampingnya kemungkinan kaya vaksin yang pertama kali ga,-1,1,-1
1572,yg blg jg varian delta sengaja dibikin biar astrazeneca laku bye ga bener emg kalo ngikutin berita covid yg penting jaga kesehatan gausah keluar rmh aja,-1,1,-1
1573,vaksin astrazeneca nie wajib untuk ambil dah beli banyak tak diwajibkan ekk mcm tue,-1,1,-1
1574,yb adakah rakyat berhak untuk memilih jenis vaksin covid ada pfizer sinovac astrazeneca selepas,1,-1,-1
1575,hello tweeps hari sudah vaksinasi covid tahap dapat vaksin astrazeneca bismillah semoga ada gejala sehat aamiin,1,1,1
1576,surabaya kehabisan stok vaksin astrazeneca kata kepala dinas kesehatan surabaya febria rachmanita pihaknya dalam proses minta tambahan vaksin pemerintah pusat pemprov jatim,-1,1,-1
1577,tabe yang tau dimana tersedia vaksin astrazeneca mksr,1,1,1
1578,bikinlah gitu astrazeneca bts biar orang ngantri vaksin,-1,-1,1
1579,astrazeneca efek sampingnya mayan yah kalo denger cerita tementemen habis vaksin,-1,-1,-1
1580,vaksin sinovac susah banget nyari nya rata pakai astrazeneca,-1,-1,-1
1581,vaksin tu campur campur tak sikit sinovac sikit pfizer sikit astrazeneca,-1,-1,-1
1582,cape punya keluarga yg parno vid vaksin astrazeneca aja ga dibolehin,-1,-1,-1
1583,yg muda muda pengen vaksin astrazeneca awalnya keren kerenan posting ig story got vaccinated besoknya langsung meriang demam,-1,1,-1
1584,guys perlu tau nih guys bahwha vaksinasi imunisasi hal baru indonesia masih sebagian masyarakat belum mengerti pentingnya vaksin untuk mencegah penyakit menular,-1,-1,-1
1585,jog yg udah vaksin astrazeneca kalo udh tolong ceritain persiapan sblm vaksin sesudahnya ngapa gimana efek samping thanks,-1,-1,-1
1586,kalo uda vaksin sinovac vaksin lg astrazeneca ga,-1,-1,1
1587,koq ga yg nulis efek samping vaksin bikin laper yah,-1,-1,-1
1588,sudahi berita negatif awas aja ada berita orang divaksin sinovac dilarang menikah yang vaksin astrazeneca,-1,-1,-1
1589,galau guys hari senin dapet jadwal vaksin astrazeneca dr kelurahan ambil nunggu vaksin gotong royong dr kantor ya,-1,-1,-1
1590,fedup dengan takleh pilih negeri jangan aku jadi anti vaksin,-1,-1,-1
1591,negara eropa mulai menghentikan vaksinasi vaksin merek astrazeneca banyak yg divaksin jadi sakitsakitan mohon bpom hatihati,-1,-1,-1
1592,mashallah bgt ya vaksin astrazeneca wkwk gamau dirasain tp ya gmn kerasa bgt wkwk mashallahh,1,-1,1
1593,korsel mulai memberikan sbgian ribu dosis vaksin virus corona yg diproduksi pfizer februari sehari negara tsb memulai vaksinasi pertamanya produk astrazeneca korsel menargetkan juta orang yg berisiko tinggitelah divaksin juli mendatang,1,1,-1
1594,terima kasih vaksin astrazeneca jadi beristirahat kantor hari hari weekend,1,1,1
1595,jam vaksin tahap astrazeneca bath badan mulai lemas besok fix gak masuk kerja,-1,-1,-1
1596,vaksin astrazeneca efek sampingnya hari vaksin ku efek sampingnya bulan hari,-1,1,-1
1597,vaksin astrazeneca didistribusikan siap untuk disuntikan vaksin aman efektif,1,1,1
1598,dapet vaksin jakarta dimana aja yaa,-1,-1,1
1599,stre ku ngn dftar vaksin tuk mcm rasa dftar subjek dolok ehh,-1,-1,-1
1600,vaksin astrazeneca bagus ga siih kalo dapet slot vaksin dari kantor mending ambil nggaa,-1,-1,1
1601,ngechat teman nakesku perkara vaksin astrazeneca sm kantor takut bgt krn baca yg di bawah th dianjurkan di bali banjar jg pake,-1,-1,-1
1602,yg vaksin astrazeneca efeknya gimana,-1,-1,-1
1603,vaksin astrazeneca udah ga ya gue cari bedabeda tempat ratarata sinovac,-1,1,-1
1604,sudah dinkes kota kupang sudah meminta atensi dinkes sudah lapor ke ntt terkait masalah dosis kedua vaksin astrazeneca yg sulit kota kupang semoga solusi,1,1,-1
1605,pemerintah indonesia menerima pasokan vaksin jadi astrazeneca merupakan hasil kerja bilateral indonesia jepang vaksin diproduksi daichi sankyo biotech coorporation,1,1,1
1606,nungguin jadwal vaksin minta direschedule eh pas udah jadwalnya dapatnya jenis vaksin astrazeneca btw vaksin lg rame efek sampingnya bikin maju mundur ikutan vaksin,-1,-1,-1
1607,pesan baginda melihat peluang dibuka percubaan beberapa negeri dilibatkan dapat melihat minat kamu terhadap jenis vaksin juga tentu untuk orang islam mudahkan vaksin bolehkan pergi umrah,1,-1,1
1608,hm suami hari di vaksin astrazeneca smoga kuat besok si istri cek kandungan rumah sakit rada parno dah,-1,-1,1
1609,duh knp gw kebagian vaksin sinovac rada sedih sih soalnya kalo eropa diperbolehkan yg pake vaksin astrazeneca,-1,-1,-1
1610,dhorurat syar iyah vaksin astrazeneca mui mengeluarkan fatwa kewajiban umat islam untuk mengikuti vaksinasi covid mengikuti pemerintah untuk kemaslahatan,-1,-1,1
1611,vaksin astrazeneca bener bikin gw ketiduran dimanapun gw duduk,-1,-1,-1
1612,abis vaksin demam guys,-1,-1,-1
1613,yang tau daftar vaksin astrazeneca dimana ga,-1,-1,1
1614,dapet jadwal vaksin pake astrazeneca bismillah aja deh,1,-1,1
1615,kayaknya vaksin astrazeneca emg bikin org demam ya waktu gue vaksin sinovac selesai vaksin langsung lanjut kerja lg,-1,-1,-1
1616,faham kekurangan vaksin masa sebab vaksin pfizer terima dos cukup untuk orang mac npra dah lulus sinovac astrazeneca jumlah dos sinovac orang dijangka terima banyak vaksin sinovac berperingkat,-1,1,1
1617,bekas pesakit jantung spesifik congestive heafailure ambil vaksin astrazeneca takut anda sakit serangkai anda sakit tidak mendapat rawatan dahulu kata tolonglah lindung kita,-1,-1,1
1618,balikin saja tuhh vaksin covid sudah diindonesia vaksin astrazeneca buatan inggris isunya disejumlah negara memicu pengumpalan darah,-1,-1,-1
1619,moots yang udah vaksin astrazeneca sumpah gw takut wkwkw astagaa,-1,-1,-1
1620,vaksin daerah bekasi di gor dimana yaa yg astrazeneca,-1,-1,1
1621,sinovac sinopharm astrazeneca pfizer apapun gas ajalah yg penting divaksin kapan dapet giliran ngadain vaksinasi didaerah belum,1,-1,-1
1622,astrazeneca vaksinasi bilan ham otgan yilgi gidroksixloroxin enariysi shekinli kimdir vaqti keldi deb bosib qoygan dorini oz nikohiga olib monopoliyani ornatgan keyin sifatsiz va zararliligi haqida hamma gapirib boshladi toplangan mollarni otkazish kerak,-1,-1,-1
1623,abis baca meninggal habis vaksin astrazeneca serem bgt anjir itu vaksin bumn di istora senayan tp alhamdulillah omen bln april jd pake sinovac katanya yang bulan mei pake astrazeneca serem bgt sumpah,1,-1,-1
1624,perkara abis vaksin si astrazeneca langsung demam badan linu apalagi bekas si suntikan kepala pusing ah mantap,-1,1,-1
1625,chanjo ya covidastrazeneca mashakaniinasababisha blood clottingbaadhi ya nchi zimesitisha matumizi yakemagu alisemea hili mapema tusijisahaulishe,-1,-1,-1
1626,fe gai dong spill efek kalian dapet vaksin sinovac astrazeneca hari mau vaksin rada takut gimana gitu,-1,-1,-1
1627,jun vaksin astrazeneca jun kesejukan demam jun demam doc suruh rest alhamdulilah rasa dah sihat sikit,-1,-1,-1
1628,dapet jatah vaksin sehari dikasih tau besok vaksin baca berita mengenai korban meninggal astrazeneca kebetulan umurnya sepantaran takutnya jujur akhirnya memutuskan nggak vaksin jd kek antivaxx dilemma bgt saran gak warga,-1,-1,-1
1629,cerita pengalaman vaksinasi merk astrazeneca,1,1,1
1630,menjalin kerja internasional produsen vaksin novavac astrazeneca berbagai kerja internasional untuk memperbesar peluang penemuhan kebutuhan vaksin secara nasional,1,1,1
1631,vaksinasi astrazeneca bermula hari kl selangor pastikan patuhi sop di setiap pusat pemberian vaksin sediakan icpa podan telefon bimbit,1,1,1
1632,aku amatin ternyata kena covid gejalanya mirip kek abis disuntik astrazeneca,-1,-1,-1
1633,jadinya dosis vaksin pertama pake astrazeneca dosis vaksin pake sinovac,-1,-1,-1
1634,tinggi kes jarak hubungan satu lain diberi kelongaran ramai senang lenang,-1,1,-1
1635,asilamasini durdurdu,-1,-1,-1
1636,ingin mengucapkan syabas serta atas hospitaliti terbaik saya berada pwtc untuk mendapatkan suntikan vaksin astrazeneca,1,1,1
1637,seronok betul daftar vaksin astrazeneca ye semoga dipermudahkan urusan,1,1,1
1638,ramai berebut mulai jahe sampe bear brand awal pandemi sampe skrg vaksin jgn mengandung babi china astrazeneca korban awas koin rupiah nempel penyebab kelumpuhan,-1,-1,-1
1639,yang udah terima suntik vaksin astrazeneca share pengalamannya kah keluhannya sejauh ga masalah,-1,-1,1
1640,bes galau banget besok dapet jatah vaksin tapj dapetnya astrazeneca sinovac mending ikut gausah ya,-1,-1,-1
1641,yang rutin donor darah juga vaksin dapetnya astrazeneca harap sabar yha baru donor darah bulan jadwal shot kedua vaksinmu sedih tenggat shot pertamakedua aja udah bulan ugh,-1,1,-1
1642,yg udah vaksin pake astrazeneca ga,-1,-1,-1
1643,vaksin astrazeneca jadi takut liat berita orang meninggal,-1,-1,-1
1644,vaksin astrazeneca untuk lansia pemerintah mendapatkan puluhan juta dosis vaksin pada kuartal tahun melalui covax yang utarakan jubir yuk sukseskan vaksinasi nasional,1,1,1
1645,aku siang vaksin dapet astrazeneca,1,1,1
1646,gmn caranya dpt vaksin sinovac ya gamau astrazeneca,-1,-1,-1
1647,vaksin pfizer yg ditakuti orang muncul vaksin astrazeneca astraotoparts aja gak busi gitu kampas rem,-1,-1,-1
1648,vaksin astrazeneca efek sampingnya lebay bgt dah msh demam kepala berat bgt sampe skrng,-1,-1,-1
1649,baca komen fb pasal vaksin astrazeneca ramai gila antivaksin muncul,-1,-1,-1
